LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,MEALS,Website,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
KABG,NYCEEC,K,Yeshiva Jesode Hatorah,,718-302-7500,563 Bedford Ave,11211,3,34,994502,196556,vien@thejnet.com,4,,7,1,14KABG,40.704135,-73.96112,1,33,535,3060116,3021930007,Williamsburg                                                               
KBON,NYCEEC,K,The Children's Center @ SUNY Brooklyn,,718-221-6160,440 Lenox Rd,11203,1,16,999615,177570,maryann.moran@downstate.edu,5,,9,3,18KBON,40.6545,-73.944495,17,40,816,3108105,3048560012,East Flatbush-Farragut                                                     
K328,DOE,K,P.S. 328 Phyllis Wheatley,,718-345-9393,330 Alabama Ave,11207,1,36,1012561,182536,bgedach@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/19/k328,3,3,19K328,40.668167,-73.897835,5,42,1134,3084283,3037680001,East New York (Pennsylvania Ave)                                           
KBDT,NYCEEC,K,Mary Bobb Learning Academy,,718-604-4400,1187 Nostrand Ave,11225,1,91,998081,179139,MaryBobbLearningAcademy@gmail.com,3,http://marybobb.com,2,1,17KBDT,40.65835,-73.95037,9,40,804,3107261,3048140007,Prospect Lefferts Gardens-Wingate                                          
KAXU,NYCEEC,K,University Settlement Children's Corner,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-453-4595,565 Livonia Ave,11207,1,68,1013032,181436,kcohen@universitysettlement.org,2,http://universitysettlement.org,3,2,19KAXU,40.664416,-73.896352,5,42,1130,3084621,3038030046,East New York (Pennsylvania Ave)                                           
Z010,DOE,K,Pre - K Center At 2202 60th Street,,212-637-8000,2202 60th St,11204,1,108,990313,163782,pre-k@schools.nyc.gov,5,,9,3,21Z010,40.616479,-73.978093,12,44,446,3329154,3065490001,Borough Park                                                               
KAWX,NYCEEC,K,PAL World Of Creative Experiences Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-345-5219,280 Livonia Ave,11212,1,117,1010003,180674,dwhite@palnyc.org,3,http://palnyc.org,7,1,23KAWX,40.662765,-73.907449,16,42,918,3326581,3035900011,Brownsville                                                                
K152,DOE,K,School Of Science & Technology,,718-434-5222,725 East 23 St,11210,1,18,996920,169771,csheldr@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/22/k152,7,3,22K152,40.632562,-73.954724,14,45,772,3205780,3075510026,Flatbush                                                                   
KBOA,NYCEEC,K,Our Children's Center,,718-260-5192,300 Jay St Room G309,11201,1,25,987728,192587,jwallace@citytech.cuny.edu,3,,3,1,13KBOA,40.695547,-73.98714,2,33,13,3335892,3001280001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
KCKV,NYCEEC,K,Little Nest Preschool,,718-484-0033,511 Church Ave,11218,1,18,991088,174161,info@littlenestpreschool.com,5,http://littlenestpreschool.com,6,1,15KCKV,40.644478,-73.975468,12,39,496,3124690,3053380033,Kensington-Ocean Parkway                                                   
KBRI,NYCEEC,K,Rainbow DCC,,718-377-2918,3846 Flatlands Ave,11234,1,20,1001586,165017,rainbowdaycarecenter@me.com,8,http://rainbowdaycarecenter.org,8,1,22KBRI,40.619733,-73.937662,18,45,648,3219249,3078580047,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
KCNW,NYCEEC,K,Okie Dokie Day Care,,646-261-0936,1002 65th St,11219,1,28,981992,168708,nita1022@gmail.com,5,,9,3,20KCNW,40.629749,-74.007771,10,38,212,3142155,3057510007,Dyker Heights                                                              
KCEB,NYCEEC,K,Brooklyn Chinese - American Assoc.,,718-438-0008,871 50th St,11220,2,72,983756,172508,haney@bca.net,2,http://bca.net,6,2,20KCEB,40.640257,-74.00227,12,38,108,3397381,3056377502,Sunset Park East                                                           
Z011,DOE,K,Pre - K Center At 1258 65th Street,,718-234-4519,1258 65th St,11219,1,140,983570,167431,DGounar@schools.nyc.gov,5,,9,3,20Z011,40.626555,-74.002486,10,38,194,3328857,3057530026,Dyker Heights                                                              
KCAP,NYCEEC,K,"Little Stars Daycare Center, Inc.",,718-673-3092,588 Brooklyn Ave,11203,1,18,999360,179703,littlestarsdayschool@gmail.com,5,http://littlestars-dayschool.com,9,3,17KCAP,40.659915,-73.94537,9,40,810,3106968,3048020031,Prospect Lefferts Gardens-Wingate                                          
K256,DOE,K,P.S. 256 Benjamin Banneker,,718-857-9820,114 Kosciusko St,11216,1,18,998224,190889,shemphi@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/13/k256,3,3,13K256,40.690725,-73.950433,3,36,253,3049769,3017840020,Bedford                                                                    
KCOJ,NYCEEC,K,Candy Kid's DCC,,718-287-6200,3212 Church Ave,11226,1,18,998899,176369,janlwrn@verizon.net,5,,9,3,17KCOJ,40.650903,-73.947424,17,40,824,3109326,3048860005,Erasmus                                                                    
KCJQ,NYCEEC,K,Initial Steps CDC,,718-434-2805,3003 Glenwood Rd,11210,1,20,998809,170336,initialstepscdc@yahoo.com,3,,7,1,22KCJQ,40.634017,-73.947614,17,45,786,3113943,3050050009,Flatbush                                                                   
KBLP,NYCEEC,K,Grand Street Settlement Dual #3,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-381-8900,319 Stanhope St,11237,1,40,1006862,195405,rebecarodriguez@grandsettlement.org,3,http://grandsettlement.org,2,2,32KBLP,40.70285,-73.918336,4,37,443,3074237,3032590023,Bushwick North                                                             
K181,DOE,K,P.S. 181 Brooklyn,,718-462-5298,1023 New York Ave,11203,1,28,999237,175436,kgrady@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/17/k181,3,3,17K181,40.648215,-73.946374,17,45,856,3327776,3049040010,East Flatbush-Farragut                                                     
KBRT,NYCEEC,K,Salvation Army - Brownsville DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-345-2488,280 Riverdale Ave 1,11212,1,38,1010265,180170,Kimberly.Durham-Carr@use.salvationarmy.org,3,http://salvationarmy.org,3,2,23KBRT,40.661364,-73.906124,16,42,918,3082390,3036050010,Brownsville                                                                
KBME,NYCEEC,K,Nuestros Ninos DCC II,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-218-8275,243 South 2nd St,11211,1,28,995956,198655,NuestrosNinosCDS@aol.com,2,,7,1,14KBME,40.711824,-73.958096,1,34,523,3256381,3024080032,North Side-South Side                                                      
K446,DOE,K,Riverdale Avenue Community School,,718-485-1679,76 Riverdale Ave,11212,1,54,1008226,179691,info@riverdaleavenuebrooklyn.org,3,http://schools.nyc.gov/schoolportals/23/k446,3,1,23K446,40.660204,-73.913933,16,42,896,3082253,3035970011,Brownsville                                                                
KAJR,NYCEEC,K,Heartshare Human Services Of New York,,718-238-4637,1825 Bath Ave,11214,1,40,982809,159201,jill.fitzgerald@heartshare.org,2,http://heartshare.org,8,2,20KAJR,40.603405,-74.005247,11,43,280,3336446,3064040029,Bath Beach                                                                 
KCPE,NYCEEC,K,Little Scholars II,,917-774-6505,448 Neptune Ave,11224,1,18,992545,150381,littlescholarsnyc2@gmail.com,5,,9,3,21KCPE,40.579867,-73.970207,13,48,35602,3196581,3072740015,West Brighton                                                              
KCJC,NYCEEC,K,Blue Star DCC,,718-703-0009,2217 Caton Ave,11226,1,36,996273,177158,bluestarofnewyork@gmail.com,3,,6,1,17KCJC,40.652781,-73.956775,14,40,79602,3396958,3050837502,Prospect Lefferts Gardens-Wingate                                          
KABN,NYCEEC,K,Barkai Yeshivah,,718-998-7473,5302 21 Ave,11204,3,40,990677,165898,bmorano@barkaionline.org,5,,9,3,21KABN,40.622029,-73.976845,12,44,464,3131092,3054951138,Borough Park                                                               
K195,DOE,K,P.S. 195 Manhattan Beach,,718-648-9102,131 Irwin St,11235,1,18,999917,150530,btoomey@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/22/k195,1,3,22K195,40.579451,-73.943819,15,48,620,3246519,3087520035,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
KAKI,NYCEEC,K,St. Peter Catholic Academy,,718-372-0025,8401 23rd Ave,11214,1,72,986936,158403,smmjsfc@aol.com,5,http://stpeteracademy-brooklyn.org/,9,3,21KAKI,40.601656,-73.990468,11,47,298,3329173,3068550001,Bensonhurst East                                                           
KCNN,NYCEEC,K,"Little Brilliant Minds, Inc.",,718-234-6463,5916 20th Ave,11204,1,15,989023,165054,littlebrilliantminds@gmail.com,5,http://littlebrilliantminds.com,9,3,20KCNN,40.619815,-73.98245,12,44,244,3131902,3055130044,Borough Park                                                               
KBPK,NYCEEC,K,United Community DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-385-1201,613 New Lots Ave,11207,1,66,1015693,181520,sylvenmiller@yahoo.com,3,http://ucceny.org,4,1,19KBPK,40.664728,-73.886561,5,42,1124,3090717,3040890025,East New York                                                              
KAYU,NYCEEC,K,"Bambi DCC, Inc.",,718-771-1603,300 Rogers Ave,11225,1,58,997056,181950,bambicare@gmail.com,3,http://bambidcc.com,7,1,17KAYU,40.666084,-73.953652,9,35,323,3034151,3012950145,Crown Heights South                                                        
KBNV,NYCEEC,K,Friends Of Crown Heights #16,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-778-8558,963 Park Pl,11213,1,17,999342,184615,crafton34@gmail.com,3,,2,1,17KBNV,40.673192,-73.945799,8,36,341,3031302,3012350058,Crown Heights North                                                        
KCLI,NYCEEC,K,"Yeshivat Beth Hillel Of Krasna, Inc.",,212-929-0839,1360 42 St,11219,1,36,987964,171682,duvivogel@gmail.com,5,,9,3,20KCLI,40.63817,-73.986773,12,39,232,3135945,3055990030,Borough Park                                                               
KBNR,NYCEEC,K,Mary McLeod Bethune CDC,,718-455-5137,360 Pulaski St,11206,1,36,1001889,191976,marybethune360@gmail.com,3,http://marymcleodbethunechilddevelopmentcenter.com,3,1,16KBNR,40.693836,-73.936392,3,36,289,3324973,3015980001,Stuyvesant Heights                                                         
K306,DOE,K,P.S. 306 Ethan Allen,,718-649-3155,970 Vermont St,11207,1,54,1015725,178099,lburrou2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/19/k306,3,3,19K306,40.655997,-73.886547,5,42,1104,3097873,3043920001,East New York                                                              
KAZZ,NYCEEC,K,Cornerstone DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-574-8300,289 Lewis Ave,11221,1,20,1002163,189190,cornerstonedcc@aol.com,3,,3,1,16KAZZ,40.68592,-73.935624,3,36,293,3045189,3016450076,Stuyvesant Heights                                                         
KBUM,NYCEEC,K,Bumble Bees R Us 3,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-434-2337,2813 Farragut Rd,11210,1,26,998301,171133,info@bumblebeesrus.com,3,http://bumblebeesrus.com,2,1,22KBUM,40.636175,-73.949702,14,45,788,3120967,3052300003,Flatbush                                                                   
KBEB,NYCEEC,K,New Life CDC 4,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-366-1668,1307 Greene Ave,11237,1,74,1006606,193748,lilibeth_1307@hotmail.com,3,,2,1,32KBEB,40.698371,-73.919235,4,37,431,3319570,3032870021,Bushwick North                                                             
K013,DOE,K,P.S. 013 Roberto Clemente,,718-498-3717,557 Pennsylvania Ave,11207,1,36,1013831,181130,mcameron2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/19/k013,3,3,19K013,40.663673,-73.893754,5,42,1126,3085070,3038230001,East New York (Pennsylvania Ave)                                           
KBOW,NYCEEC,K,Friends Of Crown Heights,,718-284-2184,141 East 40th St,11203,1,36,1000942,176919,saddler@foch.biz,3,http://fochdaycare.com,7,1,18KBOW,40.65228,-73.940122,17,41,814,3108957,3048770052,East Flatbush-Farragut                                                     
K224,DOE,K,P.S. 224 Hale A Woodruff,,718-235-3600,757 Wortman Ave,11208,1,54,1021434,181544,gandrews@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/19/k224,3,3,19K224,40.664075,-73.866092,5,42,1220,3098980,3045300001,East New York                                                              
K121,DOE,K,P.S. 121 Nelson A Rockefeller,,718-377-8845,5301 20 Ave,11204,1,18,990132,166212,cmagrone@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/21/k121,3,3,21K121,40.623273,-73.978822,12,44,464,3253281,3054951101,Borough Park                                                               
KBNI,NYCEEC,K,Bedford - Stuyvesant ECDC,,718-453-0605,214 Stuyvesant Ave,11221,1,37,1002766,189860,rattanik@bsecdc.org,3,,6,2,16KBNI,40.687985,-73.933065,3,36,293,3044631,3016350041,Stuyvesant Heights                                                         
KCHR,NYCEEC,K,"Apple Tree Day Care, Inc.",,718-287-7488,440 East 48th St,11203,1,40,1002981,176464,tjcole265@aol.com,3,,6,1,18KCHR,40.651024,-73.932266,17,45,860,3102758,3046950017,East Flatbush-Farragut                                                     
K018,DOE,K,P.S. 018 Edward Bush,,718-387-3241,101 Maujer St,11206,1,36,998970,198249,aalexan4@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/14/k018,3,3,14K018,40.710609,-73.946977,1,34,503,3069559,3027870001,East Williamsburg                                                          
K380,DOE,K,P.S. 380 John Wayne Elementary,,718-388-0607,370 Marcy Ave,11206,1,82,997157,195047,enunez2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/14/k380,3,3,14K380,40.702427,-73.952985,1,33,531,3061235,3022360009,Bedford                                                                    
K315,DOE,K,P.S. K315,,718-421-9560,2310 Glenwood Rd,11210,1,18,996903,169868,jranft@schools.nyc.gov,5,http://schools.nyc.gov/schoolportals/22/k315,9,3,22K315,40.633232,-73.954655,14,45,772,3205780,3075510026,Flatbush                                                                   
K090,DOE,K,P.S. 90 Edna Cohen School,,718-787-3333,2840 West 12 St,11224,1,90,989819,149880,ghawkins@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/21/k090,3,3,21K090,40.578255,-73.979628,13,47,350,3196558,3072660040,West Brighton                                                              
K222,DOE,K,P.S. 222 Katherine R Snyder,,718-998-4298,3301 Quentin Rd,11234,1,36,1001227,162862,tolivie@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/22/k222,3,3,22K222,40.613317,-73.938871,18,46,646,3212254,3077060001,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
K032,DOE,K,P.S. 032 Samuel Mills Sprole,,718-222-6400,317 Hoyt St,11231,1,30,986550,187189,dflorio@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/15/k032,7,3,15K032,40.680445,-73.991949,6,39,75,3395587,3004370001,Carroll Gardens-Columbia Street-Red Hook                                   
K044,DOE,K,P.S. 044 Marcus Garvey,,718-834-6939,432 Monroe St,11221,1,36,1000624,189327,rjames6@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/13/k044,3,3,13K044,40.686592,-73.940747,3,36,277,3051540,3018210001,Stuyvesant Heights                                                         
